date,symbol,price,gp_ratio,to_buy
2021-08-05,IT,295.23,0.7831543905307804,1
2021-08-05,HOLX,76.35,0.596336557391081,1
2021-08-05,SNPS,293.2,0.7281630452262258,1
2022-10-31,CVLT,60.89,0.4593447731272965,1
2022-10-31,ANSS,221.16,0.486843692527793,1
2021-06-23,TTD,65.39,0.5222941527039138,1
2021-06-23,KEYS,150.95,0.47338247338247336,1
2021-06-23,SNPS,268.86,0.8514394385364773,1
2021-06-23,ANSS,339.0,0.7338158611993635,1
2024-04-29,TTD,84.5,0.5780646632183417,1
2024-04-29,APP,72.99,0.5179985162293324,1
2024-04-29,CVLT,99.43,0.5121992727012163,1
2021-06-11,TTD,59.98,0.5222941527039138,1
2021-06-11,KEYS,147.83,0.47338247338247336,1
2021-06-11,TEAM,244.09,1.0827126499838235,1
2021-06-11,SNPS,263.07,0.8514394385364773,1
2021-06-11,ANSS,336.42,0.7338158611993635,1
2024-04-18,TTD,80.81,0.5780646632183417,1
2024-04-18,CVLT,94.15,0.5121992727012163,1
2024-06-13,DDOG,119.54,0.7472110566328509,1
2024-06-13,APP,75.65,0.5179985162293324,1
2024-06-13,CVLT,114.46,0.5121992727012163,1
2024-06-13,ZS,181.05,0.448554865229817,1
2024-06-13,FFIV,167.96,0.4918838078297038,1
2021-09-21,IT,307.5,0.7831543905307804,1
2021-09-21,FFIV,197.17,0.4698940162544224,1
2021-09-21,ALK,56.11,0.5009823182711198,1
2024-01-29,APP,46.57,0.525658765018185,0
2023-11-03,DDOG,82.04,0.6911216796703779,1
2023-11-30,ANSS,293.36,0.6091762115977725,1
2023-11-22,TTD,66.83,0.6114185855096439,1
2023-11-22,DDOG,112.13,0.6911216796703779,1
2021-11-10,TTD,88.66,0.5283950699290247,1
2021-11-10,FFIV,225.46,0.4613451378818382,1
2024-09-25,DDOG,116.01,0.6483691550476616,1
2024-09-25,APP,130.71,0.5585810452366823,1
2021-05-14,TTD,51.75,0.5222941527039138,1
2021-05-14,KEYS,139.85,0.47338247338247336,1
2021-05-14,TEAM,214.99,1.0827126499838235,1
2021-05-14,SNPS,239.7,0.8514394385364773,1
2021-05-14,CVLT,68.87,0.5127129052320203,1
2024-09-06,DDOG,107.2,0.6483691550476616,1
2021-06-15,TTD,58.58,0.5222941527039138,1
2021-06-15,KEYS,147.98,0.47338247338247336,1
2021-06-15,TEAM,245.8,1.0827126499838235,1
2021-06-15,SNPS,264.09,0.8514394385364773,1
2021-06-15,ANSS,335.51,0.7338158611993635,1
2023-05-24,ANSS,298.75,0.7345396086344606,1
2024-08-15,APP,85.58,0.5585810452366823,1
2024-02-01,APP,40.96,0.525658765018185,1
2022-10-12,CVLT,54.16,0.4593447731272965,1
2022-10-12,ANSS,201.95,0.486843692527793,1
2022-10-18,CVLT,57.46,0.4593447731272965,1
2022-10-18,ANSS,216.95,0.486843692527793,1
2023-08-24,TTD,74.51,0.46752208920117005,1
2023-08-24,APP,39.31,0.48144474882192584,1
2021-09-01,ALK,57.23,0.5009823182711198,1
2023-06-08,ANSS,316.05,0.7345396086344606,1
2021-04-06,TTD,66.96,0.5222941527039138,1
2022-09-30,CVLT,53.04,0.4593447731272965,1
2024-09-12,DDOG,109.63,0.6483691550476616,1
2023-06-30,TTD,77.22,0.46752208920117005,1
2023-06-30,APP,25.73,0.48144474882192584,1
2021-03-16,SNPS,234.05,0.5180100193647257,1
2024-05-23,TTD,92.51,0.5780646632183417,1
2024-05-23,CVLT,110.63,0.5121992727012163,1
2024-10-04,PLTR,40.01,0.7351209346175688,1
2024-10-04,FFIV,219.91,0.547846851504137,1
2024-10-04,ANSS,315.73,0.4953247426448599,1
2024-10-04,HOOD,22.89,3.1365777080062793,1
2023-08-22,TTD,74.59,0.46752208920117005,1
2024-10-01,TTD,108.72,0.5521260604825354,1
2024-10-01,PLTR,36.46,0.7351209346175688,1
2024-10-01,DDOG,113.98,0.7821441821638918,1
2024-10-01,FFIV,218.51,0.547846851504137,1
2024-10-01,ANSS,313.05,0.4953247426448599,1
2024-10-01,HOOD,22.33,3.1365777080062793,1
2022-12-19,ANSS,235.4,0.486843692527793,1
2022-05-31,CVLT,61.01,0.6168031891390587,1
2021-12-20,TTD,88.04,0.5283950699290247,1
2023-07-13,APP,28.99,0.48144474882192584,0
2024-05-01,APP,69.74,0.5179985162293324,1
2024-05-01,CVLT,102.71,0.5121992727012163,1
2024-02-29,APP,59.72,0.525658765018185,1
2022-06-16,CVLT,58.68,0.6168031891390587,1
2024-10-09,PLTR,43.13,0.7351209346175688,0
2024-10-09,FFIV,222.05,0.547846851504137,1
2024-10-09,ANSS,326.2,0.4953247426448599,1
2023-06-14,ANSS,334.31,0.7345396086344606,1
2021-08-20,IT,302.4,0.7831543905307804,1
2021-08-20,ALK,54.35,0.5009823182711198,1
2021-08-19,IT,302.66,0.7831543905307804,1
2021-08-19,ALK,53.98,0.5009823182711198,1
2022-07-01,ANSS,240.19,0.4703767014878126,1
2021-08-18,IT,302.2,0.7831543905307804,1
2021-08-18,SNPS,290.63,0.7281630452262258,1
2024-02-06,APP,46.04,0.525658765018185,1
2023-11-08,DDOG,99.99,0.6911216796703779,1
2024-09-18,APP,123.16,0.5585810452366823,1
2024-06-20,DDOG,116.08,0.7472110566328509,1
2024-06-20,APP,77.18,0.5179985162293324,1
2024-06-20,CVLT,118.08,0.5121992727012163,1
2024-06-20,ZS,178.58,0.448554865229817,1
2021-07-02,IT,253.69,0.7831543905307804,1
2021-07-02,KEYS,153.15,0.47338247338247336,1
2021-07-02,HOLX,67.71,0.596336557391081,1
2021-07-02,SNPS,279.16,0.8514394385364773,1
2021-07-02,FFIV,187.99,0.4698940162544224,1
2021-10-08,TTD,71.0,0.5283950699290247,1
2021-10-08,IT,304.1,0.5968044625097293,1
2021-10-08,SNPS,291.66,0.7281630452262258,1
2021-10-08,FFIV,200.77,0.4613451378818382,1
2021-10-08,ANSS,345.67,0.5725029920574475,1
2021-08-09,IT,289.55,0.7831543905307804,1
2021-08-09,HOLX,75.84,0.596336557391081,1
2021-08-09,SNPS,291.4,0.7281630452262258,1
2024-02-05,APP,45.48,0.525658765018185,1
2021-07-14,IT,254.35,0.7831543905307804,1
2021-07-14,KEYS,157.92,0.47338247338247336,1
2021-07-14,HOLX,67.56,0.596336557391081,1
2021-07-14,SNPS,279.08,0.8514394385364773,1
2021-07-14,FFIV,188.09,0.4698940162544224,1
2024-03-11,DDOG,121.45,0.7708653792340867,1
2024-03-11,APP,60.03,0.525658765018185,1
2021-06-09,TTD,58.53,0.5222941527039138,1
2021-06-09,KEYS,146.97,0.47338247338247336,1
2021-06-09,TEAM,232.31,1.0827126499838235,1
2021-06-09,SNPS,256.06,0.8514394385364773,1
2021-06-09,ANSS,326.85,0.7338158611993635,1
2024-09-03,DDOG,111.48,0.6483691550476616,1
2024-03-13,APP,63.09,0.525658765018185,1
2022-10-27,CVLT,61.1,0.4593447731272965,1
2022-10-27,ANSS,216.48,0.486843692527793,1
2023-06-27,ANSS,323.32,0.7345396086344606,1
2023-06-15,ANSS,336.81,0.7345396086344606,0
2023-06-23,ANSS,319.54,0.7345396086344606,1
2024-06-12,DDOG,119.11,0.7472110566328509,1
2024-06-12,APP,76.54,0.5179985162293324,1
2024-06-12,CVLT,116.4,0.5121992727012163,1
2024-06-12,FFIV,168.05,0.4918838078297038,1
2024-05-03,TTD,88.59,0.5780646632183417,1
2024-05-03,APP,75.07,0.5179985162293324,1
2024-05-03,CVLT,107.43,0.5121992727012163,1
2021-05-24,TTD,55.56,0.5222941527039138,1
2021-05-24,KEYS,140.8,0.47338247338247336,1
2021-05-24,TEAM,222.6,1.0827126499838235,1
2021-05-24,SNPS,248.58,0.8514394385364773,1
2021-05-24,ANSS,338.77,0.7338158611993635,1
2024-01-02,DDOG,115.08,0.7708653792340867,1
2024-01-02,APP,38.78,0.525658765018185,1
2024-06-24,DDOG,118.49,0.7472110566328509,1
2024-06-24,APP,78.05,0.5179985162293324,1
2024-06-24,CVLT,119.14,0.5121992727012163,1
2024-06-24,ZS,181.06,0.448554865229817,1
2024-06-24,FFIV,168.68,0.4918838078297038,1
2021-10-05,TTD,67.6,0.5283950699290247,1
2021-10-05,IT,311.46,0.5968044625097293,1
2021-10-05,SNPS,293.35,0.7281630452262258,1
2021-10-05,FFIV,199.28,0.4613451378818382,1
2021-10-05,ANSS,341.36,0.5725029920574475,1
2024-04-02,APP,69.72,0.5179985162293324,1
2021-05-10,KEYS,139.9,0.47338247338247336,1
2021-05-10,TEAM,215.83,1.0827126499838235,1
2021-05-10,SNPS,232.39,0.8514394385364773,1
2023-05-16,ANSS,299.15,0.7345396086344606,1
2021-03-10,SNPS,228.84,0.5180100193647257,1
2024-03-18,APP,68.15,0.525658765018185,0
2023-12-07,DDOG,115.0,0.6911216796703779,1
2023-12-07,ANSS,286.11,0.6091762115977725,1
2023-12-12,DDOG,114.66,0.6911216796703779,1
2023-12-12,ANSS,296.36,0.6091762115977725,1
2021-11-15,FFIV,230.97,0.4613451378818382,0
2024-08-19,APP,85.82,0.5585810452366823,1
2021-05-06,KEYS,142.81,0.47338247338247336,1
2021-05-06,SNPS,237.46,0.8514394385364773,1
2021-05-06,CVLT,67.56,0.5127129052320203,1
2023-05-18,ANSS,306.9,0.7345396086344606,1
2021-07-12,IT,256.64,0.7831543905307804,1
2021-07-12,KEYS,157.72,0.47338247338247336,1
2021-07-12,HOLX,69.18,0.596336557391081,1
2021-07-12,SNPS,278.56,0.8514394385364773,1
2021-07-12,FFIV,186.02,0.4698940162544224,1
2021-07-12,ANSS,350.94,0.4790419429804726,1
2021-01-07,TTD,76.3,0.6194776574295494,1
2021-01-07,SNPS,258.84,0.49366563978939754,1
2024-06-25,DDOG,119.13,0.7472110566328509,1
2024-06-25,CVLT,121.1,0.5121992727012163,1
2024-06-25,ZS,182.52,0.448554865229817,1
2024-06-25,FFIV,169.54,0.4918838078297038,1
2023-05-19,ANSS,305.56,0.7345396086344606,1
2022-10-24,CVLT,59.38,0.4593447731272965,1
2022-10-24,ANSS,216.07,0.486843692527793,1
2024-02-08,APP,46.55,0.525658765018185,1
2021-10-28,FFIV,213.51,0.4613451378818382,1
2021-08-30,ALK,56.71,0.5009823182711198,1
2024-05-29,TTD,95.45,0.5780646632183417,1
2024-05-29,CVLT,111.15,0.5121992727012163,1
2023-08-28,TTD,76.21,0.46752208920117005,1
2024-05-16,TTD,93.19,0.5780646632183417,1
2024-05-16,CVLT,110.73,0.5121992727012163,1
2023-09-22,TTD,76.35,0.46752208920117005,1
2024-09-19,DDOG,115.52,0.6483691550476616,1
2024-09-19,APP,124.0,0.5585810452366823,1
2024-02-15,APP,58.5,0.525658765018185,0
2021-08-16,SNPS,294.42,0.7281630452262258,1
2022-05-12,CVLT,57.12,0.6168031891390587,1
2024-05-13,TTD,87.53,0.5780646632183417,1
2024-05-13,CVLT,108.36,0.5121992727012163,1
2023-09-28,TTD,77.69,0.46752208920117005,1
2021-05-18,TTD,50.85,0.5222941527039138,1
2021-05-18,KEYS,138.39,0.47338247338247336,1
2021-05-18,TEAM,217.02,1.0827126499838235,1
2021-05-18,SNPS,235.03,0.8514394385364773,1
2021-05-18,CVLT,67.82,0.5127129052320203,1
2021-05-18,ANSS,321.18,0.7338158611993635,1
2022-10-26,CVLT,60.75,0.4593447731272965,1
2022-10-26,ANSS,218.16,0.486843692527793,1
2021-07-27,IT,264.74,0.7831543905307804,1
2021-07-27,KEYS,158.84,0.47338247338247336,1
2021-07-27,HOLX,72.19,0.596336557391081,1
2021-07-27,SNPS,281.16,0.8514394385364773,1
2024-05-10,TTD,87.26,0.5780646632183417,1
2024-05-10,CVLT,111.32,0.5121992727012163,1
2024-01-10,DDOG,120.19,0.7708653792340867,1
2024-01-10,APP,40.53,0.525658765018185,1
2024-01-24,DDOG,122.58,0.7708653792340867,1
2023-11-24,TTD,67.27,0.6114185855096439,1
2023-11-24,DDOG,112.87,0.6911216796703779,1
2022-12-28,ANSS,234.39,0.486843692527793,1
2021-11-05,TTD,68.55,0.5283950699290247,1
2021-06-17,TTD,62.14,0.5222941527039138,1
2021-06-17,KEYS,149.35,0.47338247338247336,1
2021-06-17,SNPS,265.14,0.8514394385364773,1
2021-06-17,ANSS,336.57,0.7338158611993635,1
2024-09-23,DDOG,116.22,0.6483691550476616,1
2024-09-23,APP,126.12,0.5585810452366823,1
2024-05-31,TTD,92.78,0.5780646632183417,1
2024-05-31,CVLT,107.59,0.5121992727012163,1
2024-05-31,ZS,169.96,0.448554865229817,1
2024-05-31,ANSS,317.45,0.8595814446909056,1
2024-02-09,APP,46.35,0.525658765018185,1
2024-05-20,CVLT,110.56,0.5121992727012163,1
2021-03-04,SNPS,229.8,0.5180100193647257,1
2021-08-13,SNPS,293.12,0.7281630452262258,1
2021-11-24,FFIV,232.07,0.4613451378818382,1
2021-11-24,ANSS,390.05,0.5725029920574475,1
2021-11-30,FFIV,227.58,0.4613451378818382,1
2023-09-26,TTD,74.37,0.46752208920117005,1
2021-08-24,ALK,57.12,0.5009823182711198,1
2022-06-17,CVLT,60.49,0.6168031891390587,1
2022-06-17,ANSS,232.6,0.731980323564907,1
2021-06-21,TTD,61.26,0.5222941527039138,1
2021-06-21,KEYS,149.08,0.47338247338247336,1
2021-06-21,SNPS,264.8,0.8514394385364773,1
2021-06-21,ANSS,336.83,0.7338158611993635,1
2024-08-09,APP,77.38,0.5585810452366823,1
2023-07-19,APP,28.57,0.48144474882192584,1
2021-10-14,IT,310.31,0.5968044625097293,1
2021-10-14,SNPS,304.83,0.7281630452262258,1
2021-10-14,FFIV,203.68,0.4613451378818382,1
2021-10-14,ANSS,359.4,0.5725029920574475,1
2021-07-28,IT,262.1,0.7831543905307804,1
2021-07-28,KEYS,160.15,0.47338247338247336,1
2021-07-28,HOLX,72.08,0.596336557391081,1
2021-07-28,SNPS,283.69,0.8514394385364773,1
2021-07-23,IT,260.61,0.7831543905307804,1
2021-07-23,KEYS,159.7,0.47338247338247336,1
2021-07-23,HOLX,72.3,0.596336557391081,1
2021-07-23,SNPS,285.07,0.8514394385364773,1
2021-07-23,FFIV,192.18,0.4698940162544224,1
2022-12-20,ANSS,236.68,0.486843692527793,1
2024-03-19,DDOG,121.81,0.7708653792340867,1
2024-03-19,APP,67.64,0.525658765018185,1
2023-11-17,TTD,66.47,0.6114185855096439,1
2023-11-17,DDOG,109.54,0.6911216796703779,1
2024-10-03,TTD,111.46,0.5521260604825354,1
2024-10-03,PLTR,39.24,0.7351209346175688,1
2024-10-03,FFIV,218.08,0.547846851504137,1
2024-10-03,ANSS,313.09,0.4953247426448599,1
2024-10-03,HOOD,22.43,3.1365777080062793,1
2021-03-23,SNPS,235.13,0.5180100193647257,1
2024-03-15,DDOG,120.42,0.7708653792340867,0
2024-03-15,APP,63.13,0.525658765018185,1
2022-07-05,ANSS,245.19,0.4703767014878126,1
2021-06-24,KEYS,152.66,0.47338247338247336,1
2021-06-24,TEAM,266.96,1.0827126499838235,0
2021-06-24,SNPS,273.8,0.8514394385364773,1
2021-06-24,ANSS,341.55,0.7338158611993635,1
2023-11-16,TTD,66.3,0.6114185855096439,1
2023-11-16,DDOG,109.12,0.6911216796703779,1
2024-03-27,APP,68.86,0.525658765018185,1
2022-07-11,ANSS,244.34,0.4703767014878126,1
2021-10-04,IT,305.13,0.5968044625097293,1
2021-10-04,SNPS,289.25,0.7281630452262258,1
2021-10-04,FFIV,196.73,0.4613451378818382,1
2021-10-04,ANSS,334.99,0.5725029920574475,1
2023-08-21,TTD,73.34,0.46752208920117005,1
2023-08-21,APP,39.01,0.48144474882192584,1
2023-10-02,TTD,78.31,0.6114185855096439,1
2022-11-04,ANSS,213.91,0.486843692527793,1
2023-10-30,TTD,67.95,0.6114185855096439,1
2023-10-30,DDOG,80.41,0.6911216796703779,1
2023-10-30,ANSS,275.14,0.6091762115977725,1
2024-05-17,TTD,94.78,0.5780646632183417,1
2024-05-17,CVLT,111.24,0.5121992727012163,1
2023-12-06,TTD,68.31,0.6114185855096439,1
2023-12-06,DDOG,114.31,0.6911216796703779,1
2023-12-06,ANSS,282.0,0.6091762115977725,1
2022-06-28,ANSS,240.14,0.731980323564907,1
2024-03-08,DDOG,121.31,0.7708653792340867,1
2024-03-08,APP,63.42,0.525658765018185,0
2023-10-27,TTD,66.86,0.6114185855096439,1
2024-10-14,TTD,117.97,0.5521260604825354,1
2024-10-14,PLTR,43.4,0.7351209346175688,0
2024-10-14,FFIV,219.43,0.547846851504137,1
2021-05-04,KEYS,140.32,0.47338247338247336,1
2021-05-04,SNPS,237.07,0.8514394385364773,1
2021-09-30,IT,303.88,0.5968044625097293,1
2021-09-30,SNPS,299.41,0.7281630452262258,1
2021-09-30,FFIV,198.78,0.4613451378818382,1
2021-09-30,ANSS,340.45,0.5725029920574475,1
2021-01-06,TTD,74.06,0.6194776574295494,1
2023-11-21,TTD,65.85,0.6114185855096439,1
2023-11-21,DDOG,111.93,0.6911216796703779,1
2023-08-09,APP,29.41,0.48144474882192584,1
2024-08-08,APP,76.73,0.5585810452366823,1
2024-09-05,DDOG,110.09,0.6483691550476616,1
2024-06-11,TTD,92.19,0.5780646632183417,1
2024-06-11,DDOG,114.9,0.7472110566328509,1
2024-06-11,APP,77.35,0.5179985162293324,1
2024-06-11,CVLT,113.03,0.5121992727012163,1
2024-06-11,FFIV,166.61,0.4918838078297038,1
2024-01-11,DDOG,120.88,0.7708653792340867,1
2024-01-11,APP,41.42,0.525658765018185,1
2021-05-27,TTD,58.46,0.5222941527039138,1
2021-05-27,KEYS,140.54,0.47338247338247336,1
2021-05-27,TEAM,231.89,1.0827126499838235,1
2021-05-27,SNPS,254.62,0.8514394385364773,1
2021-05-27,ANSS,336.79,0.7338158611993635,1
2022-07-13,ANSS,234.47,0.4703767014878126,1
2024-03-06,APP,62.62,0.525658765018185,1
2022-07-06,ANSS,247.42,0.4703767014878126,1
2021-10-15,IT,311.28,0.5968044625097293,1
2021-10-15,SNPS,306.26,0.7281630452262258,1
2021-10-15,FFIV,204.33,0.4613451378818382,1
2021-10-15,ANSS,358.85,0.5725029920574475,1
2022-05-18,CVLT,58.52,0.6168031891390587,1
2024-03-14,APP,63.19,0.525658765018185,1
2022-10-10,CVLT,54.67,0.4593447731272965,1
2022-05-23,CVLT,59.52,0.6168031891390587,1
2024-04-01,APP,69.14,0.5179985162293324,1
2021-06-30,IT,242.2,0.7831543905307804,1
2021-06-30,KEYS,154.41,0.47338247338247336,1
2021-06-30,HOLX,66.72,0.596336557391081,1
2021-06-30,SNPS,275.79,0.8514394385364773,1
2021-06-30,FFIV,186.66,0.4698940162544224,1
2021-06-30,ANSS,347.06,0.4790419429804726,1
2022-12-30,ANSS,241.59,0.486843692527793,1
2021-06-14,TTD,60.16,0.5222941527039138,1
2021-06-14,KEYS,148.58,0.47338247338247336,1
2021-06-14,TEAM,250.89,1.0827126499838235,1
2021-03-11,SNPS,234.26,0.5180100193647257,1
2023-06-09,ANSS,325.53,0.7345396086344606,1
2024-05-07,TTD,89.64,0.5780646632183417,1
2024-05-07,CVLT,109.0,0.5121992727012163,1
2024-01-12,DDOG,123.0,0.7708653792340867,1
2021-05-12,TTD,50.48,0.5222941527039138,1
2021-05-12,KEYS,135.42,0.47338247338247336,1
2021-05-12,TEAM,223.87,1.0827126499838235,1
2021-05-12,SNPS,228.54,0.8514394385364773,1
2021-05-12,ANSS,320.56,0.7338158611993635,1
2023-11-10,TTD,64.01,0.6114185855096439,1
2023-11-10,DDOG,103.65,0.6911216796703779,1
2021-06-18,TTD,60.88,0.5222941527039138,1
2021-06-18,KEYS,147.48,0.47338247338247336,1
2021-06-18,SNPS,265.86,0.8514394385364773,1
2021-06-18,CVLT,77.75,0.5127129052320203,1
2021-06-18,ANSS,331.43,0.7338158611993635,1
2024-02-14,APP,46.87,0.525658765018185,1
2024-06-21,DDOG,117.57,0.7472110566328509,1
2024-06-21,APP,78.58,0.5179985162293324,1
2024-06-21,CVLT,119.67,0.5121992727012163,1
2024-06-21,ZS,179.55,0.448554865229817,1
2024-06-21,FFIV,169.6,0.4918838078297038,1
2021-10-01,IT,306.2,0.5968044625097293,1
2021-10-01,SNPS,302.49,0.7281630452262258,1
2021-10-01,FFIV,201.39,0.4613451378818382,1
2021-10-01,ANSS,344.74,0.5725029920574475,1
2024-02-13,APP,45.83,0.525658765018185,1
2024-04-17,TTD,80.13,0.5780646632183417,1
2024-04-17,CVLT,94.63,0.5121992727012163,1
2021-08-23,ALK,55.15,0.5009823182711198,1
2023-08-17,APP,37.82,0.48144474882192584,1
2021-05-26,TTD,58.15,0.5222941527039138,1
2021-05-26,KEYS,141.35,0.47338247338247336,1
2021-05-26,TEAM,230.49,1.0827126499838235,1
2021-05-26,SNPS,254.28,0.8514394385364773,1
2021-05-26,CVLT,75.53,0.5127129052320203,1
2024-04-12,CVLT,96.49,0.5121992727012163,1
2021-07-22,IT,257.09,0.7831543905307804,1
2021-07-22,KEYS,158.58,0.47338247338247336,1
2021-07-22,HOLX,71.77,0.596336557391081,1
2021-07-22,SNPS,281.6,0.8514394385364773,1
2021-07-22,FFIV,189.96,0.4698940162544224,1
2021-10-26,FFIV,203.9,0.4613451378818382,1
2021-05-21,TTD,53.97,0.5222941527039138,1
2021-05-21,KEYS,139.66,0.47338247338247336,1
2021-05-21,TEAM,223.65,1.0827126499838235,1
2021-05-21,SNPS,242.0,0.8514394385364773,1
2021-05-21,CVLT,70.58,0.5127129052320203,1
2021-05-21,ANSS,330.26,0.7338158611993635,1
2021-05-03,KEYS,140.4,0.47338247338247336,1
2021-07-19,IT,253.87,0.7831543905307804,1
2021-07-19,KEYS,154.78,0.47338247338247336,1
2021-07-19,HOLX,70.37,0.596336557391081,1
2021-07-19,SNPS,274.48,0.8514394385364773,1
2021-07-19,FFIV,182.95,0.4698940162544224,1
2021-07-19,ANSS,343.47,0.4790419429804726,1
2023-06-21,ANSS,325.05,0.7345396086344606,1
2021-03-18,SNPS,227.39,0.5180100193647257,1
2024-05-24,TTD,94.75,0.5780646632183417,1
2024-05-24,CVLT,110.6,0.5121992727012163,1
2023-05-04,ANSS,302.96,0.7345396086344606,1
2024-06-18,DDOG,116.5,0.7472110566328509,1
2024-06-18,CVLT,118.06,0.5121992727012163,1
2024-06-18,ZS,179.41,0.448554865229817,1
2023-07-11,APP,28.09,0.48144474882192584,1
2024-09-26,DDOG,114.21,0.6483691550476616,1
2024-09-26,APP,128.13,0.5585810452366823,1
2022-12-09,ANSS,242.21,0.486843692527793,1
2021-05-13,TTD,49.35,0.5222941527039138,1
2021-05-13,KEYS,138.05,0.47338247338247336,1
2021-05-13,TEAM,212.45,1.0827126499838235,1
2021-05-13,SNPS,230.86,0.8514394385364773,1
2021-05-13,CVLT,66.32,0.5127129052320203,1
2021-05-13,ANSS,317.67,0.7338158611993635,1
2024-02-20,APP,57.33,0.525658765018185,1
2021-10-25,IT,323.19,0.5968044625097293,1
2021-10-25,SNPS,324.0,0.7281630452262258,1
2021-10-25,FFIV,208.28,0.4613451378818382,1
2021-03-09,SNPS,228.4,0.5180100193647257,1
2024-06-05,DDOG,110.48,0.7472110566328509,1
2024-06-05,CVLT,113.05,0.5121992727012163,1
2024-06-05,ZS,174.57,0.448554865229817,1
2024-06-05,FFIV,166.86,0.4918838078297038,1
2021-05-17,TTD,50.76,0.5222941527039138,1
2021-05-17,KEYS,139.54,0.47338247338247336,1
2021-05-17,TEAM,212.3,1.0827126499838235,1
2021-05-17,SNPS,236.0,0.8514394385364773,1
2021-05-17,CVLT,68.47,0.5127129052320203,1
2021-05-17,ANSS,321.23,0.7338158611993635,1
2022-11-01,ANSS,219.24,0.486843692527793,1
2021-07-16,IT,253.36,0.7831543905307804,1
2021-07-16,KEYS,155.01,0.47338247338247336,1
2021-07-16,HOLX,69.54,0.596336557391081,1
2021-07-16,SNPS,276.56,0.8514394385364773,1
2021-07-16,FFIV,185.63,0.4698940162544224,1
2021-07-16,ANSS,349.79,0.4790419429804726,1
2021-09-22,FFIV,198.59,0.4698940162544224,1
2022-05-13,CVLT,58.8,0.6168031891390587,1
2024-10-08,TTD,114.53,0.5521260604825354,1
2024-10-08,PLTR,41.45,0.7351209346175688,1
2024-10-08,FFIV,219.51,0.547846851504137,1
2024-10-08,ANSS,320.87,0.4953247426448599,1
2021-05-07,SNPS,241.84,0.8514394385364773,1
2024-10-07,TTD,111.8,0.5521260604825354,1
2024-10-07,PLTR,38.89,0.7351209346175688,1
2024-10-07,FFIV,218.23,0.547846851504137,1
2024-10-07,ANSS,313.07,0.4953247426448599,1
2024-10-07,HOOD,23.32,3.1365777080062793,1
2021-05-11,TTD,51.44,0.5222941527039138,1
2021-05-11,KEYS,138.93,0.47338247338247336,1
2021-05-11,TEAM,224.44,1.0827126499838235,1
2021-05-11,SNPS,234.82,0.8514394385364773,1
2021-05-11,ANSS,320.87,0.7338158611993635,1
2023-07-20,APP,28.03,0.48144474882192584,1
2023-09-29,TTD,78.15,0.46752208920117005,1
2023-09-21,TTD,75.72,0.46752208920117005,1
2024-03-05,APP,60.96,0.525658765018185,1
2021-07-08,IT,254.23,0.7831543905307804,1
2021-07-08,KEYS,154.17,0.47338247338247336,1
2021-07-08,HOLX,69.85,0.596336557391081,1
2021-07-08,SNPS,278.86,0.8514394385364773,1
2021-07-08,FFIV,186.09,0.4698940162544224,1
2021-07-08,ANSS,352.24,0.4790419429804726,1
2023-11-02,DDOG,79.24,0.6911216796703779,1
2022-12-22,ANSS,237.21,0.486843692527793,1
2021-06-02,TTD,58.19,0.5222941527039138,1
2021-06-02,KEYS,143.93,0.47338247338247336,1
2021-06-02,TEAM,231.45,1.0827126499838235,1
2021-06-02,SNPS,253.05,0.8514394385364773,1
2021-06-02,CVLT,76.14,0.5127129052320203,1
2021-06-02,ANSS,336.41,0.7338158611993635,1
2024-03-04,APP,61.87,0.525658765018185,1
2021-03-22,SNPS,234.43,0.5180100193647257,1
2024-09-27,DDOG,114.2,0.6483691550476616,1
2024-09-27,APP,127.75,0.5585810452366823,1
2024-10-18,TTD,118.76,0.5521260604825354,1
2024-10-18,PLTR,42.97,0.7351209346175688,1
2024-10-18,FFIV,217.48,0.547846851504137,1
2024-10-18,ANSS,327.4,0.4953247426448599,1
